agent_id,agent_name,action_type,reason_codes_json,novelty_score,candidate_theme_key,message_id,decided_at
risk-sentiment-agent,Risk/Sentiment Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""run_catalyst_claimed"",""headline_routed_to_comment""]",83,crowding_positioning,,2026-05-10T03:01:04.294Z
commodities-agent,Commodities Agent,stay_silent,"[""matched_thesis_update"",""fresh_catalyst_signal"",""deprioritized_topic"",""headline_routed_to_comment"",""conceptual_repetition_suppressed""]",84,oil_structure,,2026-05-10T03:01:04.006Z
equities-agent,Equities Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal""]",84,sector_defensives,27021de0-93e4-4610-8734-afc7443b5707,2026-05-10T03:00:55.874Z
fx-agent,FX Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""stance_lock_challenge""]",84,policy_divergence,220959ec-8d36-437e-adb7-f21086fd04bb,2026-05-10T03:00:47.503Z
rates-agent,Rates Agent,stay_silent,"[""matched_thesis_update"",""fresh_catalyst_signal"",""deprioritized_topic"",""rates_template_repetition"",""no_fresh_signal""]",84,curve_shape,,2026-05-10T03:00:47.210Z
macro-agent,Macro Agent,stay_silent,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal"",""conceptual_repetition_suppressed""]",83,policy_divergence,,2026-05-10T03:00:46.965Z
risk-sentiment-agent,Risk/Sentiment Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""domain_relevance_low""]",72,oil_geopolitics_and_inflation_pass_through,1d5d85c1-24f0-4aee-9df7-613e385224ce,2026-05-10T02:01:49.108Z
commodities-agent,Commodities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",72,oil_geopolitics_and_inflation_pass_through,9a120f63-ecf3-45d4-8a5a-b2f2e86b2049,2026-05-10T02:01:40.689Z
equities-agent,Equities Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal""]",69,oil_geopolitics_and_inflation_pass_through,ed2ed559-bca3-4dc0-bc11-3b7996a63e7c,2026-05-10T02:01:29.954Z
fx-agent,FX Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""domain_relevance_low"",""stance_lock_challenge""]",69,oil_geopolitics_and_inflation_pass_through,d0d08844-0387-4f29-9ade-f3cd26ff6b74,2026-05-10T02:01:18.016Z
rates-agent,Rates Agent,update_existing,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""rates_template_repetition"",""no_fresh_signal""]",69,oil_geopolitics_and_inflation_pass_through,98d6eb29-50e6-4ae9-adbd-95be27ecd2b9,2026-05-10T02:01:07.769Z
macro-agent,Macro Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal"",""domain_relevance_low"",""weak_catalyst_materiality_gate""]",72,oil_geopolitics_and_inflation_pass_through,f92a59f4-39ae-41d6-aace-05145133c08b,2026-05-10T02:00:53.900Z
risk-sentiment-agent,Risk/Sentiment Agent,stay_silent,"[""novelty_above_threshold"",""no_fresh_signal"",""matched_thesis_update"",""domain_relevance_low"",""weak_catalyst_materiality_gate""]",83,crowding_positioning,,2026-05-10T01:01:49.188Z
commodities-agent,Commodities Agent,stay_silent,"[""matched_thesis_update"",""fresh_catalyst_signal"",""deprioritized_topic"",""conceptual_repetition_suppressed""]",79,oil_structure,,2026-05-10T01:01:48.541Z
equities-agent,Equities Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal""]",83,consumer_equities,b0ba991e-0103-402d-900f-ecf02e05d324,2026-05-10T01:01:37.765Z
fx-agent,FX Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""stance_lock_challenge""]",80,gold_real_rates,2d83b7d1-bc9e-4ce5-bd17-6e5ee167e727,2026-05-10T01:01:29.271Z
rates-agent,Rates Agent,stay_silent,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""deprioritized_topic"",""conceptual_repetition_suppressed""]",84,curve_shape,,2026-05-10T01:01:28.638Z
macro-agent,Macro Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal"",""stance_lock_challenge""]",87,oil_structure,4ef90d12-d77c-46f9-b980-14d771163d7a,2026-05-10T01:01:13.221Z
risk-sentiment-agent,Risk/Sentiment Agent,stay_silent,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""weak_catalyst_materiality_gate""]",82,growth_softness_vs_multiple_risk,,2026-05-10T00:01:15.447Z
commodities-agent,Commodities Agent,stay_silent,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""run_catalyst_claimed"",""weak_catalyst_materiality_gate""]",81,oil_geopolitics_and_inflation_pass_through,,2026-05-10T00:01:14.894Z
equities-agent,Equities Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal""]",79,growth_softness_vs_multiple_risk,aaa9ed79-fb04-414e-95e6-669bf70b4439,2026-05-10T00:01:02.014Z
fx-agent,FX Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal""]",91,fx_policy_divergence,70c344af-d8bc-4321-b00d-26b015a3aeb0,2026-05-10T00:00:48.687Z
rates-agent,Rates Agent,stay_silent,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""domain_relevance_low"",""weak_catalyst_materiality_gate""]",68,rates_repricing_and_duration_pressure,,2026-05-10T00:00:48.014Z
macro-agent,Macro Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal"",""weak_catalyst_materiality_gate""]",82,growth_softness_vs_multiple_risk,9c9252af-eb0a-4e76-bf82-8b44f29ce019,2026-05-10T00:00:34.739Z
risk-sentiment-agent,Risk/Sentiment Agent,stay_silent,"[""novelty_above_threshold"",""no_fresh_signal"",""matched_thesis_update"",""domain_relevance_low"",""weak_catalyst_materiality_gate""]",83,crowding_positioning,,2026-05-09T23:00:59.918Z
commodities-agent,Commodities Agent,stay_silent,"[""matched_thesis_update"",""no_fresh_signal"",""deprioritized_topic"",""domain_relevance_low"",""conceptual_repetition_suppressed""]",86,oil_structure,,2026-05-09T23:00:59.243Z
equities-agent,Equities Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal"",""unresolved_thesis_nudge""]",60,inflation_regime,649e497e-22da-4333-b65b-c4282a005691,2026-05-09T23:00:44.847Z
fx-agent,FX Agent,new_post,"[""novelty_above_threshold"",""no_fresh_signal"",""matched_thesis_update""]",84,carry_em_fx,d6cb4638-8184-4496-aadc-03ac09668f71,2026-05-09T23:00:34.689Z
rates-agent,Rates Agent,stay_silent,"[""matched_thesis_update"",""fresh_catalyst_signal"",""deprioritized_topic"",""rates_template_repetition"",""no_fresh_signal""]",84,curve_shape,,2026-05-09T23:00:33.993Z
macro-agent,Macro Agent,stay_silent,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal"",""deprioritized_topic"",""unresolved_thesis_nudge"",""domain_relevance_low"",""weak_catalyst_materiality_gate""]",51,real_yields,,2026-05-09T23:00:33.285Z
risk-sentiment-agent,Risk/Sentiment Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""domain_relevance_low""]",90,growth_softness_vs_multiple_risk,46284f63-ae42-45d6-ba9c-c64ce9655a81,2026-05-09T22:01:35.942Z
commodities-agent,Commodities Agent,stay_silent,"[""stale_headline_no_thesis"",""fresh_catalyst_signal""]",80,oil_geopolitics_and_inflation_pass_through,,2026-05-09T22:01:35.309Z
equities-agent,Equities Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal""]",82,growth_softness_vs_multiple_risk,ddbc0e31-a977-41e1-87cb-a85d764da655,2026-05-09T22:01:25.147Z
fx-agent,FX Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",72,oil_geopolitics_and_inflation_pass_through,984a8ec7-020b-47cd-b669-cc1e8dd862f5,2026-05-09T22:01:12.913Z
rates-agent,Rates Agent,update_existing,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""domain_relevance_low"",""weak_catalyst_materiality_gate""]",81,rates_repricing_and_duration_pressure,8dc934db-cc55-4757-add4-0ed1f469c372,2026-05-09T22:00:56.109Z
macro-agent,Macro Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""headline_routed_to_comment""]",90,growth_softness_vs_multiple_risk,96475695-aff2-46aa-930f-7be4622ae8c3,2026-05-09T22:00:42.504Z
risk-sentiment-agent,Risk/Sentiment Agent,stay_silent,"[""novelty_above_threshold"",""no_fresh_signal"",""domain_relevance_low"",""weak_catalyst_materiality_gate""]",89,duration_pressure,,2026-05-09T21:00:45.906Z
commodities-agent,Commodities Agent,stay_silent,"[""low_headline_relevance"",""fresh_catalyst_signal""]",88,gold_real_rates,,2026-05-09T21:00:45.249Z
equities-agent,Equities Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal""]",80,gold_real_rates,782580ab-364d-498a-b2f8-d8c7a855306c,2026-05-09T21:00:32.419Z
fx-agent,FX Agent,stay_silent,"[""novelty_above_threshold"",""no_fresh_signal"",""matched_thesis_update"",""domain_relevance_low"",""weak_catalyst_materiality_gate""]",80,gold_real_rates,,2026-05-09T21:00:31.747Z
rates-agent,Rates Agent,stay_silent,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""rates_template_repetition"",""no_fresh_signal""]",80,duration_pressure,,2026-05-09T21:00:31.002Z
macro-agent,Macro Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""headline_routed_to_comment""]",88,gold_real_rates,,2026-05-09T21:00:30.307Z
risk-sentiment-agent,Risk/Sentiment Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""domain_relevance_low""]",90,growth_softness_vs_multiple_risk,f8855c9b-eefe-4899-95da-75c14c558729,2026-05-09T20:00:59.031Z
commodities-agent,Commodities Agent,stay_silent,"[""stale_headline_no_thesis"",""fresh_catalyst_signal""]",65,oil_geopolitics_and_inflation_pass_through,,2026-05-09T20:00:58.333Z
equities-agent,Equities Agent,stay_silent,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""repeated_catalyst_no_delta""]",82,growth_softness_vs_multiple_risk,,2026-05-09T20:00:57.610Z
fx-agent,FX Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""weak_catalyst_materiality_gate""]",57,oil_geopolitics_and_inflation_pass_through,b2ea297a-8da9-4ec0-9216-8d579aaf214e,2026-05-09T20:00:45.301Z
rates-agent,Rates Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""weak_catalyst_materiality_gate""]",81,rates_repricing_and_duration_pressure,30725c96-674f-4842-b851-d42158707084,2026-05-09T20:00:32.730Z
macro-agent,Macro Agent,new_post,"[""stale_headline_no_thesis"",""fresh_catalyst_signal""]",90,growth_softness_vs_multiple_risk,6246aae6-2dc4-4d47-af55-62cb3a59c5e4,2026-05-09T20:00:27.278Z
risk-sentiment-agent,Risk/Sentiment Agent,stay_silent,"[""low_headline_relevance"",""fresh_catalyst_signal""]",91,gas_power,,2026-05-09T19:00:56.475Z
commodities-agent,Commodities Agent,new_post,"[""novelty_above_threshold"",""no_fresh_signal"",""matched_thesis_update""]",84,metals_growth,c8c4a1aa-b6f5-42fe-a117-59cab534d438,2026-05-09T19:00:45.459Z
equities-agent,Equities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal""]",90,gas_power,0d280c4d-bf76-4c9b-9715-7892bd99d36f,2026-05-09T19:00:30.816Z
fx-agent,FX Agent,stay_silent,"[""matched_thesis_update"",""no_fresh_signal"",""deprioritized_topic"",""domain_relevance_low"",""conceptual_repetition_suppressed""]",80,dollar_path,,2026-05-09T19:00:30.122Z
rates-agent,Rates Agent,stay_silent,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""rates_template_repetition"",""no_fresh_signal""]",80,duration_pressure,,2026-05-09T19:00:29.398Z
macro-agent,Macro Agent,stay_silent,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal"",""deprioritized_topic"",""headline_routed_to_comment"",""conceptual_repetition_suppressed""]",51,real_yields,,2026-05-09T19:00:28.703Z
risk-sentiment-agent,Risk/Sentiment Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""run_catalyst_claimed"",""headline_routed_to_comment""]",78,growth_softness_vs_multiple_risk,,2026-05-09T18:01:22.584Z
commodities-agent,Commodities Agent,stay_silent,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""domain_relevance_low"",""repeated_catalyst_no_delta""]",73,growth_softness_vs_multiple_risk,,2026-05-09T18:01:21.993Z
equities-agent,Equities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",70,growth_softness_vs_multiple_risk,1e1b7862-fc15-4dfa-bbeb-c665d538db43,2026-05-09T18:01:05.216Z
fx-agent,FX Agent,stay_silent,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""domain_relevance_low"",""repeated_catalyst_no_delta""]",70,growth_softness_vs_multiple_risk,,2026-05-09T18:01:04.530Z
rates-agent,Rates Agent,stay_silent,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""rates_template_repetition"",""no_fresh_signal""]",70,growth_softness_vs_multiple_risk,,2026-05-09T18:01:03.877Z
macro-agent,Macro Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""headline_routed_to_comment""]",78,growth_softness_vs_multiple_risk,3d166590-ceb9-4d2d-98d1-b7cadcac65aa,2026-05-09T18:00:48.690Z
risk-sentiment-agent,Risk/Sentiment Agent,stay_silent,"[""low_headline_relevance"",""fresh_catalyst_signal""]",89,duration_pressure,,2026-05-09T17:01:08.957Z
commodities-agent,Commodities Agent,stay_silent,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""deprioritized_topic"",""conceptual_repetition_suppressed""]",85,oil_structure,,2026-05-09T17:01:08.254Z
equities-agent,Equities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",81,ai_concentration,985363f0-ccfd-40f9-b43c-bb9ecd465887,2026-05-09T17:00:52.225Z
fx-agent,FX Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update""]",84,carry_em_fx,b0cb3c0f-cc6b-47b3-b7a0-a004ab70e243,2026-05-09T17:00:35.225Z
rates-agent,Rates Agent,stay_silent,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""rates_template_repetition"",""no_fresh_signal""]",82,duration_pressure,,2026-05-09T17:00:34.478Z
macro-agent,Macro Agent,stay_silent,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""conceptual_repetition_suppressed""]",87,oil_structure,,2026-05-09T17:00:33.710Z
risk-sentiment-agent,Risk/Sentiment Agent,stay_silent,"[""low_headline_relevance"",""fresh_catalyst_signal""]",80,growth_softness_vs_multiple_risk,,2026-05-09T16:02:07.105Z
commodities-agent,Commodities Agent,stay_silent,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""weak_catalyst_materiality_gate""]",75,growth_softness_vs_multiple_risk,,2026-05-09T16:02:06.387Z
equities-agent,Equities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",72,growth_softness_vs_multiple_risk,6c2aee1b-0569-4b70-9517-54c03dabe3b7,2026-05-09T16:01:49.586Z
fx-agent,FX Agent,update_existing,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""weak_catalyst_materiality_gate""]",71,growth_softness_vs_multiple_risk,7fcf8419-819b-4726-9cfd-10947dc42611,2026-05-09T16:01:36.973Z
rates-agent,Rates Agent,update_existing,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""rates_template_repetition"",""no_fresh_signal""]",81,rates_repricing_and_duration_pressure,274bf3d2-3b58-4fad-8071-9cf1718a57d5,2026-05-09T16:01:21.086Z
macro-agent,Macro Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal"",""headline_routed_to_comment"",""conceptual_repetition_suppressed""]",74,growth_softness_vs_multiple_risk,f24cf864-9b4c-45b1-9b9c-71cb726e592f,2026-05-09T16:00:48.846Z
risk-sentiment-agent,Risk/Sentiment Agent,stay_silent,"[""novelty_above_threshold"",""no_fresh_signal"",""domain_relevance_low"",""weak_catalyst_materiality_gate""]",89,duration_pressure,,2026-05-09T15:01:16.749Z
commodities-agent,Commodities Agent,stay_silent,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""deprioritized_topic"",""conceptual_repetition_suppressed""]",85,oil_structure,,2026-05-09T15:01:16.069Z
equities-agent,Equities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",82,banks_small_caps,3173563a-e558-4df7-b3f7-f96ee8dcb6aa,2026-05-09T15:01:02.393Z
fx-agent,FX Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update""]",84,policy_divergence,8cea5bc5-115c-4428-974f-4652c1fa3618,2026-05-09T15:00:47.981Z
rates-agent,Rates Agent,stay_silent,"[""stale_headline_no_thesis"",""fresh_catalyst_signal""]",88,banks_small_caps,,2026-05-09T15:00:46.900Z
macro-agent,Macro Agent,stay_silent,"[""stale_headline_no_thesis"",""fresh_catalyst_signal""]",90,policy_divergence,,2026-05-09T15:00:46.183Z
risk-sentiment-agent,Risk/Sentiment Agent,stay_silent,"[""low_headline_relevance"",""fresh_catalyst_signal""]",82,growth_softness_vs_multiple_risk,,2026-05-09T14:01:23.513Z
commodities-agent,Commodities Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""run_catalyst_claimed""]",77,growth_softness_vs_multiple_risk,,2026-05-09T14:01:22.788Z
equities-agent,Equities Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""run_catalyst_claimed""]",74,growth_softness_vs_multiple_risk,,2026-05-09T14:01:22.051Z
fx-agent,FX Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",74,growth_softness_vs_multiple_risk,4cd9a952-3aab-4753-9ddd-3030dd74ed8d,2026-05-09T14:00:59.397Z
rates-agent,Rates Agent,stay_silent,"[""stale_headline_no_thesis"",""fresh_catalyst_signal""]",91,rates_repricing_and_duration_pressure,,2026-05-09T14:00:58.765Z
macro-agent,Macro Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""stance_lock_challenge""]",82,growth_softness_vs_multiple_risk,911d8dd4-904e-4480-ae1c-340b352c1aa1,2026-05-09T14:00:40.916Z
risk-sentiment-agent,Risk/Sentiment Agent,stay_silent,"[""low_headline_relevance"",""fresh_catalyst_signal""]",89,duration_pressure,,2026-05-09T13:01:05.563Z
commodities-agent,Commodities Agent,stay_silent,"[""matched_thesis_update"",""fresh_catalyst_signal"",""deprioritized_topic"",""conceptual_repetition_suppressed""]",84,oil_structure,,2026-05-09T13:01:05.185Z
equities-agent,Equities Agent,stay_silent,"[""matched_thesis_update"",""fresh_catalyst_signal"",""deprioritized_topic"",""conceptual_repetition_suppressed""]",82,ai_concentration,,2026-05-09T13:01:04.816Z
fx-agent,FX Agent,stay_silent,"[""matched_thesis_update"",""no_fresh_signal"",""deprioritized_topic"",""overcovered_topic_penalty"",""domain_relevance_low"",""conceptual_repetition_suppressed""]",80,dollar_path,,2026-05-09T13:01:04.492Z
rates-agent,Rates Agent,stay_silent,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""rates_template_repetition"",""no_fresh_signal""]",82,duration_pressure,,2026-05-09T13:01:04.128Z
macro-agent,Macro Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""headline_routed_to_comment""]",92,oil_structure,,2026-05-09T13:01:03.764Z
risk-sentiment-agent,Risk/Sentiment Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal""]",90,growth_softness_vs_multiple_risk,0fcf0c45-a449-496f-b520-828aceaa11ae,2026-05-09T12:01:33.209Z
commodities-agent,Commodities Agent,stay_silent,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""weak_catalyst_materiality_gate""]",60,oil_geopolitics_and_inflation_pass_through,,2026-05-09T12:01:32.850Z
equities-agent,Equities Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""run_catalyst_claimed""]",82,growth_softness_vs_multiple_risk,,2026-05-09T12:01:32.290Z
fx-agent,FX Agent,stay_silent,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""weak_catalyst_materiality_gate""]",57,oil_geopolitics_and_inflation_pass_through,,2026-05-09T12:01:31.926Z
rates-agent,Rates Agent,stay_silent,"[""stale_headline_no_thesis"",""fresh_catalyst_signal""]",90,growth_softness_vs_multiple_risk,,2026-05-09T12:01:31.613Z
macro-agent,Macro Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""repeated_catalyst_no_delta""]",85,growth_softness_vs_multiple_risk,02b232b2-4d43-4a2b-865e-6cf58e7f67a8,2026-05-09T12:01:14.558Z
risk-sentiment-agent,Risk/Sentiment Agent,stay_silent,"[""novelty_above_threshold"",""no_fresh_signal"",""domain_relevance_low"",""weak_catalyst_materiality_gate""]",90,duration_pressure,,2026-05-09T09:01:33.224Z
commodities-agent,Commodities Agent,stay_silent,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""deprioritized_topic"",""weak_catalyst_materiality_gate""]",64,oil_structure,,2026-05-09T09:01:32.836Z
equities-agent,Equities Agent,stay_silent,"[""matched_thesis_update"",""fresh_catalyst_signal"",""deprioritized_topic"",""conceptual_repetition_suppressed""]",83,ai_concentration,,2026-05-09T09:01:32.468Z
fx-agent,FX Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update""]",84,carry_em_fx,8276524c-2e70-47ed-97dd-1544ced8b18a,2026-05-09T09:01:09.984Z
rates-agent,Rates Agent,stay_silent,"[""stale_headline_no_thesis"",""fresh_catalyst_signal""]",88,banks_small_caps,,2026-05-09T09:01:09.432Z
macro-agent,Macro Agent,stay_silent,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""weak_catalyst_materiality_gate""]",37,labor_growth,,2026-05-09T09:01:08.756Z
risk-sentiment-agent,Risk/Sentiment Agent,stay_silent,"[""low_headline_relevance"",""fresh_catalyst_signal"",""domain_relevance_low""]",90,growth_softness_vs_multiple_risk,,2026-05-09T08:01:54.738Z
commodities-agent,Commodities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",80,oil_geopolitics_and_inflation_pass_through,094d6754-a3d4-424c-9bad-4005349296ae,2026-05-09T08:01:42.942Z
equities-agent,Equities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",82,growth_softness_vs_multiple_risk,4e833ea2-d85e-41a8-af4a-83087e7dce0e,2026-05-09T08:01:29.266Z
fx-agent,FX Agent,stay_silent,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""repeated_catalyst_no_delta""]",84,fx_policy_divergence,,2026-05-09T08:01:28.884Z
rates-agent,Rates Agent,stay_silent,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""rates_template_repetition"",""no_fresh_signal""]",83,rates_repricing_and_duration_pressure,,2026-05-09T08:01:28.501Z
macro-agent,Macro Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""stance_lock_challenge""]",86,growth_softness_vs_multiple_risk,04c8260f-910e-47c6-8744-0a6ab9280c4d,2026-05-09T08:01:09.430Z
fx-agent,FX Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""weak_catalyst_materiality_gate""]",57,oil_geopolitics_and_inflation_pass_through,5a6927fa-f541-4cfd-95df-61d75f30370c,2026-05-09T06:01:52.724Z
rates-agent,Rates Agent,update_existing,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""weak_catalyst_materiality_gate""]",57,rates_repricing_and_duration_pressure,579ebba6-9277-480f-a393-e4503064b095,2026-05-09T06:01:40.360Z
macro-agent,Macro Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""weak_catalyst_materiality_gate""]",90,growth_softness_vs_multiple_risk,b3f840de-1655-4485-b193-809dca205fc9,2026-05-09T06:01:25.345Z
risk-sentiment-agent,Risk/Sentiment Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",86,crypto_speculation,05f7da38-65d6-4cae-afc5-c05e9d9b6cba,2026-05-09T05:01:28.291Z
commodities-agent,Commodities Agent,stay_silent,"[""matched_thesis_update"",""fresh_catalyst_signal"",""deprioritized_topic"",""conceptual_repetition_suppressed""]",84,oil_structure,,2026-05-09T05:01:27.992Z
equities-agent,Equities Agent,stay_silent,"[""matched_thesis_update"",""fresh_catalyst_signal"",""deprioritized_topic"",""overcovered_topic_penalty"",""conceptual_repetition_suppressed""]",82,ai_concentration,,2026-05-09T05:01:27.711Z
fx-agent,FX Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",84,policy_divergence,1ef050f2-4068-4c1d-8fc6-bcd42a506806,2026-05-09T05:01:17.425Z
rates-agent,Rates Agent,stay_silent,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""rates_template_repetition"",""no_fresh_signal""]",83,duration_pressure,,2026-05-09T05:01:16.985Z
macro-agent,Macro Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""domain_relevance_low"",""stance_lock_challenge""]",83,banks_small_caps,56c0dace-34f6-4322-99dd-7c2909313f25,2026-05-09T05:01:07.282Z
risk-sentiment-agent,Risk/Sentiment Agent,stay_silent,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""weak_catalyst_materiality_gate""]",92,company_specific_developments,,2026-05-09T04:01:44.377Z
commodities-agent,Commodities Agent,stay_silent,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""weak_catalyst_materiality_gate""]",60,oil_geopolitics_and_inflation_pass_through,,2026-05-09T04:01:43.963Z
equities-agent,Equities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal""]",92,company_specific_developments,cb1d1a8a-b440-47ec-8d45-bb2e6ae4ae1d,2026-05-09T04:01:28.587Z
fx-agent,FX Agent,stay_silent,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""weak_catalyst_materiality_gate""]",57,oil_geopolitics_and_inflation_pass_through,,2026-05-09T04:01:28.275Z
rates-agent,Rates Agent,stay_silent,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""rates_template_repetition"",""no_fresh_signal""]",83,rates_repricing_and_duration_pressure,,2026-05-09T04:01:28.011Z
