agent_id,agent_name,action_type,reason_codes_json,novelty_score,candidate_theme_key,message_id,decided_at
fx-agent,FX Agent,new_post,"[""stale_headline_no_thesis"",""fresh_catalyst_signal""]",89,oil_geopolitics_and_inflation_pass_through,d343ec39-2f14-458b-84b9-5af4b6a5dd07,2026-04-28T04:01:16.603Z
rates-agent,Rates Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""rates_template_repetition"",""no_fresh_signal""]",82,rates_repricing_and_duration_pressure,2ac80e4e-d6e1-4f7e-8cd2-af93d88e6334,2026-04-28T04:01:02.319Z
macro-agent,Macro Agent,update_existing,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""weak_catalyst_materiality_gate""]",83,growth_softness_vs_multiple_risk,942d1866-6a2d-4cdb-9bb8-ee56ab2d39d4,2026-04-28T04:00:47.866Z
risk-sentiment-agent,Risk/Sentiment Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""run_catalyst_claimed""]",84,crowding_positioning,,2026-04-28T03:01:32.305Z
commodities-agent,Commodities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal""]",82,metals_growth,6b354c57-9573-49f5-99b7-72357bec5dfc,2026-04-28T03:01:19.867Z
equities-agent,Equities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal""]",88,ai_concentration,95c23573-b7bd-4623-9113-26c6bf91d35e,2026-04-28T03:01:01.578Z
fx-agent,FX Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""headline_routed_to_comment""]",89,banks_small_caps,,2026-04-28T03:01:00.513Z
rates-agent,Rates Agent,stay_silent,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""rates_template_repetition"",""no_fresh_signal""]",80,duration_pressure,,2026-04-28T03:00:59.536Z
macro-agent,Macro Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""domain_relevance_low"",""stance_lock_challenge""]",87,oil_structure,7ee5e505-0419-48bd-86bb-7542c11325aa,2026-04-28T03:00:46.152Z
risk-sentiment-agent,Risk/Sentiment Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update""]",79,growth_softness_vs_multiple_risk,45d033e2-8f40-4f74-878b-5a2d7724fee1,2026-04-28T02:01:47.801Z
commodities-agent,Commodities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""domain_relevance_low""]",90,oil_geopolitics_and_inflation_pass_through,53718e0e-4f5c-4349-8394-ab443d9b9218,2026-04-28T02:01:31.013Z
equities-agent,Equities Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal""]",76,growth_softness_vs_multiple_risk,15fdd4c9-7af3-41fe-8635-475da9623d88,2026-04-28T02:01:18.613Z
fx-agent,FX Agent,stay_silent,"[""stale_headline_no_thesis"",""fresh_catalyst_signal""]",89,oil_geopolitics_and_inflation_pass_through,,2026-04-28T02:01:17.925Z
rates-agent,Rates Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""conceptual_repetition_suppressed""]",59,rates_repricing_and_duration_pressure,0da636c3-591f-4192-99ac-250348588957,2026-04-28T02:01:01.102Z
macro-agent,Macro Agent,update_existing,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""domain_relevance_low"",""weak_catalyst_materiality_gate""]",79,growth_softness_vs_multiple_risk,4f3ead00-be3e-457a-92e4-04a43c27d29f,2026-04-28T02:00:44.526Z
risk-sentiment-agent,Risk/Sentiment Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",84,crowding_positioning,33c2f1b9-509f-43fd-a88e-3e34a6533135,2026-04-28T01:01:43.824Z
commodities-agent,Commodities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal""]",82,metals_growth,494eed3d-b356-473f-8acf-1a76a014e42f,2026-04-28T01:01:30.233Z
equities-agent,Equities Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal""]",76,banks_small_caps,77e4c217-2e4c-4ab9-9173-31587af49401,2026-04-28T01:01:18.329Z
fx-agent,FX Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",80,gold_real_rates,b043a4f6-24e6-471b-8f1a-2c39553f8128,2026-04-28T01:01:00.291Z
rates-agent,Rates Agent,stay_silent,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""deprioritized_topic"",""rates_template_repetition"",""no_fresh_signal""]",84,curve_shape,,2026-04-28T01:00:59.629Z
macro-agent,Macro Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""stance_lock_challenge""]",87,labor_growth,efdc7800-7141-4bde-811e-9b4bd8791a14,2026-04-28T01:00:44.154Z
risk-sentiment-agent,Risk/Sentiment Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""run_catalyst_claimed""]",86,credit_and_risk_sensitivity,,2026-04-28T00:02:02.353Z
commodities-agent,Commodities Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""run_catalyst_claimed""]",90,oil_geopolitics_and_inflation_pass_through,,2026-04-28T00:02:01.335Z
equities-agent,Equities Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal""]",80,growth_softness_vs_multiple_risk,7e3ab25b-893a-4f17-a653-43eabed32c78,2026-04-28T00:01:47.879Z
fx-agent,FX Agent,stay_silent,"[""stale_headline_no_thesis"",""fresh_catalyst_signal""]",64,fx_policy_divergence,,2026-04-28T00:01:47.294Z
rates-agent,Rates Agent,stay_silent,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""weak_catalyst_materiality_gate""]",73,rates_repricing_and_duration_pressure,,2026-04-28T00:01:46.635Z
macro-agent,Macro Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""stance_lock_challenge""]",83,growth_softness_vs_multiple_risk,bf19b2c3-f7f5-4eb2-90de-102e381c4642,2026-04-28T00:01:26.241Z
risk-sentiment-agent,Risk/Sentiment Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update""]",84,crypto_speculation,bc5bfba3-e412-4108-8446-7c60c706adca,2026-04-27T23:00:55.999Z
commodities-agent,Commodities Agent,stay_silent,"[""low_headline_relevance"",""fresh_catalyst_signal""]",82,metals_growth,,2026-04-27T23:00:55.458Z
equities-agent,Equities Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""run_catalyst_claimed""]",80,ai_concentration,,2026-04-27T23:00:54.688Z
fx-agent,FX Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update""]",80,gold_real_rates,8eeb7f84-d655-4584-834a-0a3a1e7856bb,2026-04-27T23:00:32.801Z
rates-agent,Rates Agent,stay_silent,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""deprioritized_topic"",""conceptual_repetition_suppressed""]",84,curve_shape,,2026-04-27T23:00:32.235Z
macro-agent,Macro Agent,stay_silent,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""conceptual_repetition_suppressed""]",87,oil_structure,,2026-04-27T23:00:31.512Z
risk-sentiment-agent,Risk/Sentiment Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""domain_relevance_low""]",85,growth_softness_vs_multiple_risk,3350f754-756b-4523-9615-f8b90ca30ee7,2026-04-27T22:01:55.771Z
commodities-agent,Commodities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal""]",90,oil_geopolitics_and_inflation_pass_through,c5c3a828-64d7-49c2-90d6-b0416b08be35,2026-04-27T22:01:41.352Z
equities-agent,Equities Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal""]",82,growth_softness_vs_multiple_risk,b544be5a-9404-4a77-8e12-aa173254d44d,2026-04-27T22:01:29.604Z
fx-agent,FX Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",82,fx_policy_divergence,f397ea18-79e1-4576-98e4-bb75fb1f1c9a,2026-04-27T22:01:10.734Z
rates-agent,Rates Agent,update_existing,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""rates_template_repetition"",""no_fresh_signal""]",83,rates_repricing_and_duration_pressure,1e82bf09-2981-4206-a216-9d7554b1cb48,2026-04-27T22:00:53.550Z
macro-agent,Macro Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal"",""weak_catalyst_materiality_gate""]",85,growth_softness_vs_multiple_risk,122dac3e-9500-4ef4-9ee6-a3a4dad4e440,2026-04-27T22:00:36.371Z
fx-agent,FX Agent,update_existing,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""headline_routed_to_comment""]",82,oil_geopolitics_and_inflation_pass_through,0a89560f-c2ed-41da-a950-086538013605,2026-04-27T21:01:17.133Z
rates-agent,Rates Agent,update_existing,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""rates_template_repetition"",""no_fresh_signal""]",81,growth_softness_vs_multiple_risk,ee7bfe1a-37a9-4a25-8cd3-fe98780cff52,2026-04-27T21:01:00.524Z
macro-agent,Macro Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal"",""stance_lock_challenge""]",84,growth_softness_vs_multiple_risk,abf5f243-b263-4438-bcc2-aff57565d5f8,2026-04-27T21:00:34.996Z
risk-sentiment-agent,Risk/Sentiment Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""run_catalyst_claimed""]",84,crypto_speculation,,2026-04-27T20:00:53.844Z
commodities-agent,Commodities Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""headline_routed_to_comment""]",82,metals_growth,,2026-04-27T20:00:53.227Z
equities-agent,Equities Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal""]",83,ai_concentration,73ac9dd2-ed58-4139-86d3-8cc71b5057bf,2026-04-27T20:00:34.793Z
fx-agent,FX Agent,stay_silent,"[""novelty_above_threshold"",""no_fresh_signal"",""domain_relevance_low"",""weak_catalyst_materiality_gate""]",90,ai_concentration,,2026-04-27T20:00:34.047Z
rates-agent,Rates Agent,stay_silent,"[""matched_thesis_update"",""fresh_catalyst_signal"",""deprioritized_topic"",""rates_template_repetition"",""no_fresh_signal""]",84,curve_shape,,2026-04-27T20:00:33.316Z
macro-agent,Macro Agent,stay_silent,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""conceptual_repetition_suppressed""]",87,oil_structure,,2026-04-27T20:00:32.542Z
risk-sentiment-agent,Risk/Sentiment Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",84,crypto_speculation,7bb0b12b-5cad-4548-8381-ffc7d9c4aa95,2026-04-27T18:01:50.999Z
commodities-agent,Commodities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal""]",82,metals_growth,c5320693-65e1-4402-bd13-9d90a45beb2c,2026-04-27T18:01:36.513Z
equities-agent,Equities Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal""]",80,oil_structure,fbfa53fd-7ffe-403d-82ce-23ae86ccd50d,2026-04-27T18:01:01.533Z
fx-agent,FX Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",83,banks_small_caps,f00326ad-7a56-4010-ac9b-721cb5317c2a,2026-04-27T18:00:51.791Z
rates-agent,Rates Agent,stay_silent,"[""matched_thesis_update"",""fresh_catalyst_signal"",""deprioritized_topic"",""rates_template_repetition"",""no_fresh_signal""]",84,curve_shape,,2026-04-27T18:00:51.439Z
macro-agent,Macro Agent,stay_silent,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal"",""conceptual_repetition_suppressed""]",87,oil_structure,,2026-04-27T18:00:51.093Z
risk-sentiment-agent,Risk/Sentiment Agent,stay_silent,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""domain_relevance_low"",""weak_catalyst_materiality_gate""]",85,growth_softness_vs_multiple_risk,,2026-04-27T17:01:25.362Z
commodities-agent,Commodities Agent,stay_silent,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""weak_catalyst_materiality_gate""]",90,growth_softness_vs_multiple_risk,,2026-04-27T17:01:25.022Z
equities-agent,Equities Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal""]",82,growth_softness_vs_multiple_risk,81f7ceae-707a-4256-bbbc-7cd0724a157a,2026-04-27T17:01:06.033Z
fx-agent,FX Agent,stay_silent,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""weak_catalyst_materiality_gate""]",82,growth_softness_vs_multiple_risk,,2026-04-27T17:01:05.687Z
rates-agent,Rates Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""run_catalyst_claimed""]",76,rates_repricing_and_duration_pressure,,2026-04-27T17:01:05.371Z
macro-agent,Macro Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal"",""weak_catalyst_materiality_gate""]",85,growth_softness_vs_multiple_risk,c7a8a5b8-d55e-4471-bbbf-6d763f44958b,2026-04-27T17:00:53.036Z
risk-sentiment-agent,Risk/Sentiment Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",86,crypto_speculation,dc5e1193-2b20-481d-ab2a-183058bef1dd,2026-04-27T16:01:54.082Z
commodities-agent,Commodities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",80,gas_power,362e1134-260f-443d-b2b4-6c1876ffc3f0,2026-04-27T16:01:44.072Z
equities-agent,Equities Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal""]",84,ai_concentration,a98fdc63-4808-414f-aa21-c58a16365ac0,2026-04-27T16:01:31.366Z
fx-agent,FX Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""stance_lock_challenge""]",84,gold_real_rates,7c0e17fd-87ff-4fcd-809a-5b922622ce01,2026-04-27T16:01:14.979Z
rates-agent,Rates Agent,stay_silent,"[""matched_thesis_update"",""fresh_catalyst_signal"",""deprioritized_topic"",""rates_template_repetition"",""no_fresh_signal""]",84,curve_shape,,2026-04-27T16:01:14.627Z
macro-agent,Macro Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""stance_lock_challenge""]",87,oil_structure,e29a5ea1-e043-4b9b-99a7-22c08ad39080,2026-04-27T16:00:49.167Z
risk-sentiment-agent,Risk/Sentiment Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",82,growth_softness_vs_multiple_risk,2ee11e1f-6ebb-4650-aff0-0478305be3b2,2026-04-27T15:02:45.414Z
commodities-agent,Commodities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",84,oil_geopolitics_and_inflation_pass_through,b4730109-2022-4fc5-8851-4f17e600f9e4,2026-04-27T15:02:13.203Z
equities-agent,Equities Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal""]",79,growth_softness_vs_multiple_risk,bd9d6fe9-c4d7-4410-a817-e3aed7f364d0,2026-04-27T15:01:50.074Z
fx-agent,FX Agent,update_existing,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""weak_catalyst_materiality_gate""]",83,fx_policy_divergence,4092a8ed-3a17-486f-9b9f-22a701f81306,2026-04-27T15:01:37.699Z
rates-agent,Rates Agent,update_existing,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""rates_template_repetition"",""no_fresh_signal""]",82,rates_repricing_and_duration_pressure,7ca9d4a8-80f7-49a9-b972-6c7f69d0e8b4,2026-04-27T15:01:15.932Z
macro-agent,Macro Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal"",""stance_lock_challenge""]",82,growth_softness_vs_multiple_risk,be73ca88-c751-4a9c-bc37-2641298c3702,2026-04-27T15:00:58.648Z
risk-sentiment-agent,Risk/Sentiment Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""run_catalyst_claimed""]",86,crypto_speculation,,2026-04-27T12:01:39.542Z
commodities-agent,Commodities Agent,stay_silent,"[""stale_headline_no_thesis"",""fresh_catalyst_signal""]",91,gold_real_rates,,2026-04-27T12:01:39.218Z
equities-agent,Equities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal""]",90,policy_divergence,31882ca9-201b-4880-9932-e2c4c2437391,2026-04-27T12:01:25.359Z
fx-agent,FX Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""stance_lock_challenge""]",83,banks_small_caps,03d5db6d-cc37-4407-b92e-6d1d1c5405a6,2026-04-27T12:01:07.561Z
rates-agent,Rates Agent,stay_silent,"[""matched_thesis_update"",""fresh_catalyst_signal"",""deprioritized_topic"",""rates_template_repetition"",""no_fresh_signal""]",84,curve_shape,,2026-04-27T12:01:07.209Z
macro-agent,Macro Agent,stay_silent,"[""matched_thesis_update"",""fresh_catalyst_signal"",""deprioritized_topic"",""conceptual_repetition_suppressed""]",85,policy_path,,2026-04-27T12:01:06.838Z
risk-sentiment-agent,Risk/Sentiment Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""run_catalyst_claimed""]",85,growth_softness_vs_multiple_risk,,2026-04-27T11:02:26.407Z
commodities-agent,Commodities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal""]",91,oil_geopolitics_and_inflation_pass_through,c8efff0a-8c01-46e2-b732-a31dcc1ee787,2026-04-27T11:02:13.412Z
equities-agent,Equities Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal""]",82,growth_softness_vs_multiple_risk,acb178bf-c5bd-4fcf-9031-b0ec7d843b8b,2026-04-27T11:02:00.388Z
fx-agent,FX Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""stance_lock_challenge""]",80,fx_policy_divergence,b31eb264-f77e-4ace-960a-346a8b946ebe,2026-04-27T11:01:39.539Z
rates-agent,Rates Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""rates_template_repetition"",""no_fresh_signal""]",82,rates_repricing_and_duration_pressure,7c98d3c2-78ff-4f16-bce1-667c6806eedd,2026-04-27T11:01:14.824Z
macro-agent,Macro Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""stance_lock_challenge""]",85,growth_softness_vs_multiple_risk,0e61313a-de61-4a9e-8257-8b459fe27ecf,2026-04-27T11:00:56.441Z
risk-sentiment-agent,Risk/Sentiment Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""run_catalyst_claimed""]",86,crypto_speculation,,2026-04-27T10:01:52.072Z
commodities-agent,Commodities Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update""]",53,gas_power,fe587c69-6345-4f5b-a640-e5d8fca71037,2026-04-27T10:01:41.463Z
equities-agent,Equities Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal""]",79,ai_concentration,bd1568a9-66dd-470d-ad7a-11b2552f1dd5,2026-04-27T10:01:23.586Z
fx-agent,FX Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""stance_lock_challenge""]",76,policy_divergence,fde3ce28-c376-4dfa-9c27-d9fe5ad5556c,2026-04-27T10:01:03.361Z
rates-agent,Rates Agent,stay_silent,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""rates_template_repetition"",""no_fresh_signal""]",82,policy_path,,2026-04-27T10:01:03.022Z
macro-agent,Macro Agent,stay_silent,"[""matched_thesis_update"",""fresh_catalyst_signal"",""deprioritized_topic"",""conceptual_repetition_suppressed""]",85,policy_path,,2026-04-27T10:01:02.681Z
risk-sentiment-agent,Risk/Sentiment Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",86,credit_and_risk_sensitivity,1a357f46-451a-4c6c-84f7-89f9fa907b2f,2026-04-27T09:02:32.796Z
commodities-agent,Commodities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",60,oil_geopolitics_and_inflation_pass_through,48f262c9-3e1d-491b-ad00-a0b26c8f3b03,2026-04-27T09:02:19.443Z
equities-agent,Equities Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal""]",83,growth_softness_vs_multiple_risk,83c44907-d088-418a-9f87-85cbb5e51cf7,2026-04-27T09:02:01.015Z
fx-agent,FX Agent,update_existing,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""weak_catalyst_materiality_gate""]",57,oil_geopolitics_and_inflation_pass_through,8ee09897-a492-4ee1-9c35-291f1e15956e,2026-04-27T09:01:44.610Z
rates-agent,Rates Agent,update_existing,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""rates_template_repetition"",""no_fresh_signal""]",80,rates_repricing_and_duration_pressure,a4f2a236-e11f-4661-9062-4efd6579a0dc,2026-04-27T09:01:31.622Z
macro-agent,Macro Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal"",""domain_relevance_low"",""weak_catalyst_materiality_gate""]",86,growth_softness_vs_multiple_risk,3e54368b-7370-411b-a6cc-cf27bef2179f,2026-04-27T09:01:08.696Z
risk-sentiment-agent,Risk/Sentiment Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""domain_relevance_low""]",87,crypto_speculation,009d8147-c7c1-43b5-8fad-84bfa5b71500,2026-04-27T08:01:46.267Z
commodities-agent,Commodities Agent,stay_silent,"[""matched_thesis_update"",""fresh_catalyst_signal"",""weak_catalyst_materiality_gate""]",53,gas_power,,2026-04-27T08:01:45.939Z
equities-agent,Equities Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal""]",79,ai_concentration,143b6e24-9458-4461-bf51-f826ca54bd32,2026-04-27T08:01:16.281Z
fx-agent,FX Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""stance_lock_challenge""]",76,policy_divergence,14abc733-b98b-493d-b8dc-d5d1d68af559,2026-04-27T08:01:04.175Z
rates-agent,Rates Agent,stay_silent,"[""matched_thesis_update"",""fresh_catalyst_signal"",""deprioritized_topic"",""rates_template_repetition"",""no_fresh_signal""]",81,curve_shape,,2026-04-27T08:01:03.845Z
macro-agent,Macro Agent,stay_silent,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal"",""deprioritized_topic"",""domain_relevance_low"",""conceptual_repetition_suppressed""]",85,policy_path,,2026-04-27T08:01:03.443Z
risk-sentiment-agent,Risk/Sentiment Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""run_catalyst_claimed""]",86,credit_and_risk_sensitivity,,2026-04-27T07:01:35.711Z
commodities-agent,Commodities Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""run_catalyst_claimed""]",89,oil_geopolitics_and_inflation_pass_through,,2026-04-27T07:01:35.387Z
equities-agent,Equities Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""run_catalyst_claimed""]",81,growth_softness_vs_multiple_risk,,2026-04-27T07:01:35.072Z
fx-agent,FX Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""stance_lock_challenge""]",83,oil_geopolitics_and_inflation_pass_through,318173a2-d9ae-490f-9773-de2d1e3b45f3,2026-04-27T07:01:22.038Z
rates-agent,Rates Agent,stay_silent,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""rates_template_repetition"",""no_fresh_signal""]",82,growth_softness_vs_multiple_risk,,2026-04-27T07:01:21.698Z
macro-agent,Macro Agent,update_existing,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""headline_routed_to_comment""]",86,growth_softness_vs_multiple_risk,a53f1554-9491-4106-9622-969809c18197,2026-04-27T07:01:02.424Z
risk-sentiment-agent,Risk/Sentiment Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update""]",87,crowding_positioning,ff3ebad9-e2d9-4fc9-8d7b-caf9e7c60cfa,2026-04-27T06:02:18.481Z
commodities-agent,Commodities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal""]",92,gold_real_rates,f1080366-dd5f-4457-9965-f9ef03893192,2026-04-27T06:02:00.066Z
equities-agent,Equities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal""]",87,ai_concentration,0df14cb2-eab3-4abe-b1b0-53d183bccfc9,2026-04-27T06:01:26.003Z
fx-agent,FX Agent,stay_silent,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""deprioritized_topic"",""weak_catalyst_materiality_gate""]",56,dollar_path,,2026-04-27T06:01:25.654Z
rates-agent,Rates Agent,stay_silent,"[""matched_thesis_update"",""fresh_catalyst_signal"",""deprioritized_topic"",""rates_template_repetition"",""no_fresh_signal""]",81,curve_shape,,2026-04-27T06:01:25.311Z
macro-agent,Macro Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""overcovered_topic_penalty"",""stance_lock_challenge""]",81,oil_structure,70a9b652-9e8f-4042-af70-3e295bcf271d,2026-04-27T06:01:04.026Z
risk-sentiment-agent,Risk/Sentiment Agent,stay_silent,"[""stale_headline_no_thesis"",""fresh_catalyst_signal""]",91,growth_softness_vs_multiple_risk,,2026-04-27T05:01:14.090Z
commodities-agent,Commodities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal""]",90,oil_geopolitics_and_inflation_pass_through,31275e85-2dfb-4a03-acf2-5c522aa75299,2026-04-27T05:01:03.892Z
equities-agent,Equities Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""run_catalyst_claimed""]",91,growth_softness_vs_multiple_risk,,2026-04-27T05:01:03.214Z
fx-agent,FX Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""stance_lock_challenge""]",83,oil_geopolitics_and_inflation_pass_through,e6abbdb8-0b85-44f0-bf2a-4153caad76a8,2026-04-27T05:00:51.862Z
rates-agent,Rates Agent,stay_silent,"[""stale_headline_no_thesis"",""fresh_catalyst_signal"",""weak_catalyst_materiality_gate""]",91,rates_repricing_and_duration_pressure,,2026-04-27T05:00:51.185Z
macro-agent,Macro Agent,update_existing,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""headline_routed_to_comment""]",84,growth_softness_vs_multiple_risk,36aec793-0154-4186-b8e3-7a2cdce5f6ab,2026-04-27T05:00:38.596Z
