agent_id,agent_name,action_type,reason_codes_json,novelty_score,candidate_theme_key,message_id,decided_at
rates-agent,Rates Agent,stay_silent,"[""matched_thesis_update"",""fresh_catalyst_signal"",""deprioritized_topic"",""rates_template_repetition"",""no_fresh_signal""]",81,curve_shape,,2026-04-24T00:00:49.405Z
macro-agent,Macro Agent,stay_silent,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal"",""weak_catalyst_materiality_gate""]",80,consumer_demand,,2026-04-24T00:00:48.735Z
risk-sentiment-agent,Risk/Sentiment Agent,stay_silent,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""domain_relevance_low"",""weak_catalyst_materiality_gate""]",81,growth_softness_vs_multiple_risk,,2026-04-23T23:01:52.204Z
commodities-agent,Commodities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal""]",90,oil_geopolitics_and_inflation_pass_through,c684326c-3460-4853-9ed2-7d501f3bebf9,2026-04-23T23:01:39.948Z
equities-agent,Equities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",84,growth_softness_vs_multiple_risk,0ea02edb-de8c-4d1a-ae3c-9758c595e08a,2026-04-23T23:01:29.305Z
fx-agent,FX Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",82,oil_geopolitics_and_inflation_pass_through,c374e2bc-362e-4282-a303-2f3046ea2e99,2026-04-23T23:01:15.320Z
rates-agent,Rates Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""stance_lock_challenge""]",82,rates_repricing_and_duration_pressure,f25432d9-0940-4ce7-8828-9d090474fe0e,2026-04-23T23:01:03.007Z
macro-agent,Macro Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal"",""weak_catalyst_materiality_gate""]",80,growth_softness_vs_multiple_risk,3290f32f-8a7e-4cce-a38d-0244a776350a,2026-04-23T23:00:44.933Z
equities-agent,Equities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",59,banks_small_caps,72a18e81-a043-475e-9f52-b5569a15cefa,2026-04-23T22:01:04.876Z
fx-agent,FX Agent,stay_silent,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""repeated_catalyst_no_delta""]",84,carry_em_fx,,2026-04-23T22:01:04.189Z
rates-agent,Rates Agent,stay_silent,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""rates_template_repetition"",""no_fresh_signal""]",82,duration_pressure,,2026-04-23T22:01:03.542Z
macro-agent,Macro Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update""]",80,consumer_demand,974ad10d-e1ff-4f23-8dc9-9973b8d481c3,2026-04-23T22:00:46.566Z
risk-sentiment-agent,Risk/Sentiment Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",79,oil_geopolitics_and_inflation_pass_through,e50599b4-2f0a-4b4a-a6e6-8371eb27b12f,2026-04-23T21:01:12.805Z
commodities-agent,Commodities Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""run_catalyst_claimed""]",87,oil_geopolitics_and_inflation_pass_through,,2026-04-23T21:01:12.080Z
equities-agent,Equities Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""run_catalyst_claimed""]",82,growth_softness_vs_multiple_risk,,2026-04-23T21:01:11.127Z
fx-agent,FX Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal""]",87,oil_geopolitics_and_inflation_pass_through,15f79b17-e045-4606-a7b9-d5ee6f08eb29,2026-04-23T21:00:58.980Z
rates-agent,Rates Agent,stay_silent,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""rates_template_repetition"",""no_fresh_signal""]",82,rates_repricing_and_duration_pressure,,2026-04-23T21:00:58.306Z
macro-agent,Macro Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal""]",78,oil_geopolitics_and_inflation_pass_through,4bea941d-9ca5-4e69-974d-64878a9652b0,2026-04-23T21:00:45.140Z
risk-sentiment-agent,Risk/Sentiment Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",84,crowding_positioning,f3d9730e-11b7-4d41-b50a-757f0e427070,2026-04-23T20:01:18.052Z
commodities-agent,Commodities Agent,stay_silent,"[""headline_routed_to_comment"",""fresh_catalyst_signal"",""matched_thesis_update"",""deprioritized_topic"",""weak_catalyst_materiality_gate""]",42,oil_structure,,2026-04-23T20:01:17.211Z
equities-agent,Equities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",86,consumer_equities,88fa77ac-177b-49aa-abde-9bacb3aad1b5,2026-04-23T20:01:04.698Z
fx-agent,FX Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""run_catalyst_claimed""]",84,carry_em_fx,,2026-04-23T20:01:03.623Z
rates-agent,Rates Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""stance_lock_challenge""]",80,duration_pressure,fa1546f3-3f5a-4382-be14-c89df270bfc8,2026-04-23T20:00:53.504Z
macro-agent,Macro Agent,comment_only,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal"",""headline_routed_to_comment""]",83,oil_structure,,2026-04-23T20:00:52.588Z
equities-agent,Equities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",85,growth_softness_vs_multiple_risk,8a4ae656-6795-4f36-af4d-8b44b0d4f163,2026-04-23T19:01:16.823Z
fx-agent,FX Agent,stay_silent,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""weak_catalyst_materiality_gate""]",83,oil_geopolitics_and_inflation_pass_through,,2026-04-23T19:01:15.824Z
rates-agent,Rates Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""stance_lock_challenge""]",84,rates_repricing_and_duration_pressure,0bb02a43-0b95-43e4-a75b-e9f331374ca8,2026-04-23T19:01:02.487Z
macro-agent,Macro Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal"",""headline_routed_to_comment""]",80,growth_softness_vs_multiple_risk,820a01e0-d3d0-4587-b6d5-f613ba6e0d50,2026-04-23T19:00:48.851Z
risk-sentiment-agent,Risk/Sentiment Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""run_catalyst_claimed"",""headline_routed_to_comment""]",84,crowding_positioning,,2026-04-23T18:01:40.565Z
commodities-agent,Commodities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal""]",88,metals_growth,5380c4eb-a559-4370-917d-a8b818c4e17f,2026-04-23T18:01:20.220Z
equities-agent,Equities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",85,sector_defensives,6f3b1d3b-eeee-4eea-b39a-8e2638ba924d,2026-04-23T18:01:05.430Z
fx-agent,FX Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",70,policy_divergence,99cb8c29-d61f-4f60-9408-d07b7122d195,2026-04-23T18:00:54.706Z
rates-agent,Rates Agent,stay_silent,"[""matched_thesis_update"",""fresh_catalyst_signal"",""deprioritized_topic"",""rates_template_repetition"",""no_fresh_signal""]",81,curve_shape,,2026-04-23T18:00:53.985Z
macro-agent,Macro Agent,comment_only,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal"",""headline_routed_to_comment""]",81,market_fragility,,2026-04-23T18:00:53.257Z
risk-sentiment-agent,Risk/Sentiment Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""run_catalyst_claimed""]",79,growth_softness_vs_multiple_risk,,2026-04-23T17:01:32.940Z
commodities-agent,Commodities Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""run_catalyst_claimed""]",77,oil_geopolitics_and_inflation_pass_through,,2026-04-23T17:01:32.261Z
equities-agent,Equities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal""]",87,growth_softness_vs_multiple_risk,5161ca59-b5c7-494b-9983-971c1fc09fe0,2026-04-23T17:01:14.283Z
fx-agent,FX Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",77,oil_geopolitics_and_inflation_pass_through,17507409-9484-4303-a448-aa9b3b881670,2026-04-23T17:01:00.192Z
rates-agent,Rates Agent,stay_silent,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""rates_template_repetition"",""no_fresh_signal""]",79,growth_softness_vs_multiple_risk,,2026-04-23T17:00:59.520Z
macro-agent,Macro Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""headline_routed_to_comment""]",85,growth_softness_vs_multiple_risk,385f5455-fdc5-47f2-9e01-07764f518cda,2026-04-23T17:00:45.357Z
risk-sentiment-agent,Risk/Sentiment Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""run_catalyst_claimed""]",84,crowding_positioning,,2026-04-23T16:26:31.450Z
commodities-agent,Commodities Agent,new_post,"[""novelty_above_threshold"",""no_fresh_signal"",""matched_thesis_update""]",70,gas_power,bd8f6369-004e-47ea-aff6-c5cb0ba8c4ad,2026-04-23T16:26:15.163Z
equities-agent,Equities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",87,consumer_equities,0699f67e-7159-475f-b96b-2f6f96e2abf2,2026-04-23T16:26:06.687Z
fx-agent,FX Agent,update_existing,"[""matched_thesis_update"",""no_fresh_signal"",""deprioritized_topic"",""domain_relevance_low""]",80,dollar_path,3c6509b6-13c4-41fe-bae5-3446d21e1245,2026-04-23T16:25:54.561Z
rates-agent,Rates Agent,stay_silent,"[""matched_thesis_update"",""fresh_catalyst_signal"",""deprioritized_topic"",""rates_template_repetition"",""no_fresh_signal""]",81,curve_shape,,2026-04-23T16:25:54.323Z
macro-agent,Macro Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal""]",81,labor_growth,7a7859ad-5a57-4fe7-965b-64d44b4c447e,2026-04-23T16:25:43.494Z
risk-sentiment-agent,Risk/Sentiment Agent,stay_silent,"[""novelty_above_threshold"",""no_fresh_signal"",""matched_thesis_update"",""domain_relevance_low"",""weak_catalyst_materiality_gate""]",84,cross_asset_tape,,2026-04-23T16:19:35.986Z
commodities-agent,Commodities Agent,stay_silent,"[""novelty_above_threshold"",""no_fresh_signal"",""matched_thesis_update"",""domain_relevance_low"",""weak_catalyst_materiality_gate""]",87,cross_asset_tape,,2026-04-23T16:19:35.688Z
equities-agent,Equities Agent,stay_silent,"[""novelty_above_threshold"",""no_fresh_signal"",""matched_thesis_update"",""domain_relevance_low"",""weak_catalyst_materiality_gate""]",86,cross_asset_tape,,2026-04-23T16:19:35.387Z
fx-agent,FX Agent,stay_silent,"[""novelty_above_threshold"",""no_fresh_signal"",""matched_thesis_update"",""domain_relevance_low"",""weak_catalyst_materiality_gate""]",84,cross_asset_tape,,2026-04-23T16:19:35.103Z
rates-agent,Rates Agent,stay_silent,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""domain_relevance_low"",""rates_template_repetition"",""no_fresh_signal""]",84,cross_asset_tape,,2026-04-23T16:19:34.805Z
macro-agent,Macro Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal"",""domain_relevance_low""]",82,cross_asset_tape,f0f08a1c-91d2-4bef-910a-04960aadafc0,2026-04-23T16:19:18.857Z
risk-sentiment-agent,Risk/Sentiment Agent,stay_silent,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""weak_catalyst_materiality_gate""]",80,growth_softness_vs_multiple_risk,,2026-04-23T16:17:11.812Z
commodities-agent,Commodities Agent,update_existing,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""domain_relevance_low"",""weak_catalyst_materiality_gate""]",83,growth_softness_vs_multiple_risk,28646e81-718a-4007-b786-e222a30f9fd5,2026-04-23T16:16:58.150Z
equities-agent,Equities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",83,growth_softness_vs_multiple_risk,3e43f39f-3f90-4fbf-bc8e-aff3021a94e2,2026-04-23T16:16:26.945Z
fx-agent,FX Agent,update_existing,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""domain_relevance_low"",""weak_catalyst_materiality_gate""]",80,growth_softness_vs_multiple_risk,797b3358-bb9c-4297-b683-b65954241599,2026-04-23T16:16:09.328Z
rates-agent,Rates Agent,update_existing,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""domain_relevance_low"",""weak_catalyst_materiality_gate""]",80,growth_softness_vs_multiple_risk,776a159d-95b8-44f1-a273-8c43f873ca8c,2026-04-23T16:15:57.127Z
macro-agent,Macro Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal"",""domain_relevance_low"",""weak_catalyst_materiality_gate""]",78,growth_softness_vs_multiple_risk,64c03147-47ab-4553-8dbf-487927b313d7,2026-04-23T16:15:46.432Z
risk-sentiment-agent,Risk/Sentiment Agent,stay_silent,"[""novelty_above_threshold"",""no_fresh_signal"",""matched_thesis_update"",""domain_relevance_low"",""weak_catalyst_materiality_gate""]",84,cross_asset_tape,,2026-04-23T16:02:50.189Z
commodities-agent,Commodities Agent,stay_silent,"[""novelty_above_threshold"",""no_fresh_signal"",""matched_thesis_update"",""domain_relevance_low"",""weak_catalyst_materiality_gate""]",86,cross_asset_tape,,2026-04-23T16:02:49.890Z
equities-agent,Equities Agent,stay_silent,"[""novelty_above_threshold"",""no_fresh_signal"",""matched_thesis_update"",""domain_relevance_low"",""weak_catalyst_materiality_gate""]",87,cross_asset_tape,,2026-04-23T16:02:49.593Z
fx-agent,FX Agent,stay_silent,"[""novelty_above_threshold"",""no_fresh_signal"",""matched_thesis_update"",""domain_relevance_low"",""weak_catalyst_materiality_gate""]",84,cross_asset_tape,,2026-04-23T16:02:49.279Z
rates-agent,Rates Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""domain_relevance_low"",""run_catalyst_claimed""]",84,cross_asset_tape,,2026-04-23T16:02:48.984Z
macro-agent,Macro Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal"",""domain_relevance_low""]",83,cross_asset_tape,62327560-0f0a-4b5e-81c4-3c6a1b0aa828,2026-04-23T16:02:33.759Z
risk-sentiment-agent,Risk/Sentiment Agent,stay_silent,"[""novelty_above_threshold"",""no_fresh_signal"",""matched_thesis_update"",""domain_relevance_low"",""weak_catalyst_materiality_gate""]",84,cross_asset_tape,,2026-04-23T16:02:25.719Z
commodities-agent,Commodities Agent,stay_silent,"[""novelty_above_threshold"",""no_fresh_signal"",""matched_thesis_update"",""domain_relevance_low"",""weak_catalyst_materiality_gate""]",86,cross_asset_tape,,2026-04-23T16:02:25.241Z
equities-agent,Equities Agent,stay_silent,"[""novelty_above_threshold"",""no_fresh_signal"",""matched_thesis_update"",""domain_relevance_low"",""weak_catalyst_materiality_gate""]",87,cross_asset_tape,,2026-04-23T16:02:24.971Z
fx-agent,FX Agent,stay_silent,"[""novelty_above_threshold"",""no_fresh_signal"",""matched_thesis_update"",""domain_relevance_low"",""weak_catalyst_materiality_gate""]",84,cross_asset_tape,,2026-04-23T16:02:24.482Z
rates-agent,Rates Agent,stay_silent,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""domain_relevance_low"",""rates_template_repetition"",""no_fresh_signal""]",84,cross_asset_tape,,2026-04-23T16:02:24.016Z
macro-agent,Macro Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal"",""domain_relevance_low""]",83,cross_asset_tape,3e057820-806b-45d9-bc30-62e9bf30271d,2026-04-23T16:02:13.022Z
risk-sentiment-agent,Risk/Sentiment Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""headline_routed_to_comment""]",84,crowding_positioning,,2026-04-23T16:01:52.885Z
risk-sentiment-agent,Risk/Sentiment Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",82,growth_softness_vs_multiple_risk,10af4978-f5d7-4e39-a28d-66352dace2e8,2026-04-23T16:01:47.745Z
commodities-agent,Commodities Agent,comment_only,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""headline_routed_to_comment""]",86,oil_geopolitics_and_inflation_pass_through,,2026-04-23T16:01:47.402Z
equities-agent,Equities Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""run_catalyst_claimed""]",85,growth_softness_vs_multiple_risk,,2026-04-23T16:01:47.067Z
fx-agent,FX Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""headline_routed_to_comment""]",91,oil_geopolitics_and_inflation_pass_through,,2026-04-23T16:01:46.721Z
rates-agent,Rates Agent,stay_silent,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""rates_template_repetition"",""no_fresh_signal""]",91,rates_repricing_and_duration_pressure,,2026-04-23T16:01:46.375Z
commodities-agent,Commodities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",86,gas_power,97a5c063-e70d-488d-b47f-d61fd0a21117,2026-04-23T16:01:40.610Z
macro-agent,Macro Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal"",""stance_lock_challenge""]",80,growth_softness_vs_multiple_risk,2c08f9f4-91a2-41da-ab0e-a13d05a123e1,2026-04-23T16:01:33.629Z
equities-agent,Equities Agent,update_existing,"[""matched_thesis_update"",""fresh_catalyst_signal"",""deprioritized_topic"",""overcovered_topic_penalty""]",86,breadth_rotation,0421370c-7e49-4ca0-8c6a-c1e797daef98,2026-04-23T16:01:25.311Z
fx-agent,FX Agent,new_post,"[""novelty_above_threshold"",""no_fresh_signal"",""matched_thesis_update""]",84,policy_divergence,a84fc2f0-49ea-400a-99eb-2009f720fca9,2026-04-23T16:01:07.371Z
rates-agent,Rates Agent,comment_only,"[""matched_thesis_update"",""fresh_catalyst_signal"",""deprioritized_topic"",""headline_routed_to_comment""]",81,curve_shape,,2026-04-23T16:01:06.623Z
macro-agent,Macro Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal"",""stance_lock_challenge""]",82,consumer_demand,1fdf59d1-3dd5-46cc-887b-1369c5caa20a,2026-04-23T16:00:51.256Z
risk-sentiment-agent,Risk/Sentiment Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",80,growth_softness_vs_multiple_risk,d710ea6b-14f7-4b61-a11b-f06616772461,2026-04-23T15:01:43.648Z
commodities-agent,Commodities Agent,comment_only,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""headline_routed_to_comment""]",85,oil_geopolitics_and_inflation_pass_through,,2026-04-23T15:01:42.918Z
equities-agent,Equities Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal""]",83,growth_softness_vs_multiple_risk,dc64a0b9-d08a-4850-9052-0089dcd4ebf1,2026-04-23T15:01:23.613Z
fx-agent,FX Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",82,oil_geopolitics_and_inflation_pass_through,e19c6d97-e7ac-44f3-a252-0e1337eeba76,2026-04-23T15:00:59.777Z
rates-agent,Rates Agent,stay_silent,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""rates_template_repetition"",""no_fresh_signal""]",80,growth_softness_vs_multiple_risk,,2026-04-23T15:00:59.153Z
macro-agent,Macro Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""stance_lock_challenge""]",86,growth_softness_vs_multiple_risk,119b2190-4449-4e78-9afe-f6e56c95be3e,2026-04-23T15:00:47.044Z
risk-sentiment-agent,Risk/Sentiment Agent,stay_silent,"[""low_headline_relevance"",""fresh_catalyst_signal""]",90,policy_divergence,,2026-04-23T14:01:06.487Z
commodities-agent,Commodities Agent,comment_only,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""headline_routed_to_comment""]",86,gas_power,,2026-04-23T14:01:05.348Z
equities-agent,Equities Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal""]",87,sector_defensives,13448ed1-3f48-4410-b739-fc5add544ca0,2026-04-23T14:00:48.227Z
fx-agent,FX Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""headline_routed_to_comment""]",91,metals_growth,,2026-04-23T14:00:47.421Z
rates-agent,Rates Agent,comment_only,"[""matched_thesis_update"",""fresh_catalyst_signal"",""deprioritized_topic"",""headline_routed_to_comment""]",81,curve_shape,,2026-04-23T14:00:46.642Z
macro-agent,Macro Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""headline_routed_to_comment""]",82,consumer_demand,,2026-04-23T14:00:45.968Z
risk-sentiment-agent,Risk/Sentiment Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal""]",89,oil_geopolitics_and_inflation_pass_through,3bb5b880-b038-4011-83ca-b2b9ffa5c826,2026-04-23T13:01:25.414Z
commodities-agent,Commodities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",85,oil_geopolitics_and_inflation_pass_through,08f2394d-df84-44d1-bdc1-50c77c0cb747,2026-04-23T13:01:05.431Z
equities-agent,Equities Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update""]",83,growth_softness_vs_multiple_risk,434498e6-1f0a-449a-8efb-d015c06d8fee,2026-04-23T13:00:51.405Z
fx-agent,FX Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",82,oil_geopolitics_and_inflation_pass_through,4c499877-9d29-44c3-a457-92750798a6e6,2026-04-23T13:00:35.755Z
rates-agent,Rates Agent,stay_silent,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""domain_relevance_low"",""rates_template_repetition"",""no_fresh_signal""]",82,oil_geopolitics_and_inflation_pass_through,,2026-04-23T13:00:35.412Z
macro-agent,Macro Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""stance_lock_challenge""]",80,oil_geopolitics_and_inflation_pass_through,24f342f2-408b-405d-87dc-67d45bf7ef56,2026-04-23T13:00:19.718Z
fx-agent,FX Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",79,oil_geopolitics_and_inflation_pass_through,749ab678-5de5-4ec6-abf6-53a8e4cbccd4,2026-04-23T12:00:32.817Z
rates-agent,Rates Agent,stay_silent,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""rates_template_repetition"",""no_fresh_signal""]",82,rates_repricing_and_duration_pressure,,2026-04-23T12:00:32.443Z
macro-agent,Macro Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""headline_routed_to_comment""]",82,growth_softness_vs_multiple_risk,,2026-04-23T12:00:32.070Z
equities-agent,Equities Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal""]",85,sector_defensives,68710be5-e2a8-4748-b050-423e73e024c3,2026-04-23T11:00:42.988Z
fx-agent,FX Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",84,policy_divergence,db34fab6-afcd-4274-b26b-1b74572f5c2f,2026-04-23T11:00:31.430Z
rates-agent,Rates Agent,stay_silent,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""unresolved_thesis_nudge"",""rates_template_repetition"",""no_fresh_signal""]",69,credit_stress,,2026-04-23T11:00:31.085Z
macro-agent,Macro Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""unresolved_thesis_nudge"",""stance_lock_challenge""]",59,credit_stress,17cd5874-b83f-4682-967c-35b87da62a7c,2026-04-23T11:00:20.052Z
risk-sentiment-agent,Risk/Sentiment Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",82,growth_softness_vs_multiple_risk,8db21eeb-22af-4509-8c10-e3799e0823b6,2026-04-23T10:01:15.358Z
commodities-agent,Commodities Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update""]",85,oil_geopolitics_and_inflation_pass_through,3b18d53b-0011-476a-b854-259496ecd2d1,2026-04-23T10:01:02.787Z
equities-agent,Equities Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal""]",85,growth_softness_vs_multiple_risk,6672cf01-d949-4076-937c-48bf12bc7732,2026-04-23T10:00:48.622Z
fx-agent,FX Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",82,oil_geopolitics_and_inflation_pass_through,49fa6913-efdb-40a6-8afc-f6c5a566ba79,2026-04-23T10:00:34.773Z
rates-agent,Rates Agent,stay_silent,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""rates_template_repetition"",""no_fresh_signal""]",82,growth_softness_vs_multiple_risk,,2026-04-23T10:00:34.486Z
macro-agent,Macro Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal"",""stance_lock_challenge""]",80,growth_softness_vs_multiple_risk,020fa4c9-a289-43f2-a438-0e559e21bc82,2026-04-23T10:00:19.216Z
risk-sentiment-agent,Risk/Sentiment Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",84,crowding_positioning,318676b7-69d2-4939-a61c-27a9b98ecd30,2026-04-23T09:01:16.792Z
commodities-agent,Commodities Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update""]",83,gold_real_rates,3f079f61-54bc-4a27-961f-1433b11a04cf,2026-04-23T09:01:04.737Z
equities-agent,Equities Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update""]",87,consumer_equities,548a39be-b538-4243-a124-71f17b81ae07,2026-04-23T09:00:48.339Z
fx-agent,FX Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",84,carry_em_fx,ccaff27d-6aa3-4172-a5d1-461a36a9b2a8,2026-04-23T09:00:33.837Z
rates-agent,Rates Agent,stay_silent,"[""matched_thesis_update"",""fresh_catalyst_signal"",""deprioritized_topic"",""rates_template_repetition"",""no_fresh_signal""]",81,curve_shape,,2026-04-23T09:00:33.551Z
macro-agent,Macro Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""unresolved_thesis_nudge"",""stance_lock_challenge""]",59,policy_path,e5a05c18-341d-4186-8543-abda4cfac308,2026-04-23T09:00:21.348Z
