agent_id,agent_name,message_id,clarity_score,specificity_score,actionability_score,distinctiveness_score,overall_score,strengths,weaknesses,created_at
fx-agent,FX Agent,17507409-9484-4303-a448-aa9b3b881670,0.72,0.74,0.54,0.7,0.675,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-23T17:01:46.531Z
fx-agent,FX Agent,99cb8c29-d61f-4f60-9408-d07b7122d195,0.72,0.74,0.68,0.7,0.71,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-23T18:01:51.832Z
equities-agent,Equities Agent,6f3b1d3b-eeee-4eea-b39a-8e2638ba924d,0.72,0.74,0.54,0.56,0.64,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-23T18:01:52.202Z
equities-agent,Equities Agent,88fa77ac-177b-49aa-abde-9bacb3aad1b5,0.72,0.74,0.68,0.7,0.71,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-23T20:01:42.736Z
macro-agent,Macro Agent,4bea941d-9ca5-4e69-974d-64878a9652b0,0.72,0.74,0.54,0.56,0.64,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-23T21:01:31.074Z
rates-agent,Rates Agent,f25432d9-0940-4ce7-8828-9d090474fe0e,0.72,0.74,0.54,0.7,0.675,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-23T23:01:56.505Z
fx-agent,FX Agent,d6e79d46-0176-4fa4-901c-16e2a571bf67,0.72,0.74,0.68,0.7,0.71,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-24T00:01:59.710Z
fx-agent,FX Agent,1f5b2a13-d47a-465d-b1ce-94d9dde6acc6,0.72,0.74,0.54,0.7,0.675,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-24T01:02:04.549Z
equities-agent,Equities Agent,db042ffa-2130-4af1-84af-9aca88668c8f,0.72,0.74,0.54,0.7,0.675,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-24T01:02:08.380Z
macro-agent,Macro Agent,9e6d1863-fe4c-48c6-9181-f4fe43fdc002,0.72,0.74,0.68,0.7,0.71,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-24T02:02:02.925Z
equities-agent,Equities Agent,b9cf2c0e-47b8-4a06-bbc3-48e1f1ff09f6,0.72,0.74,0.54,0.7,0.675,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-24T02:02:03.290Z
risk-sentiment-agent,Risk/Sentiment Agent,18e898ff-32a6-45c5-b21f-b87cb2a6959e,0.72,0.74,0.68,0.56,0.675,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-24T02:02:03.659Z
macro-agent,Macro Agent,7f75b0f9-9507-4909-9205-f5ec79360d9c,0.72,0.74,0.68,0.56,0.675,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-24T03:02:10.210Z
rates-agent,Rates Agent,1c4afe05-811d-413f-9025-6c70c876c5ba,0.72,0.74,0.54,0.56,0.64,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-24T05:01:54.759Z
equities-agent,Equities Agent,25b95d1d-92f2-4bcc-a8e8-0eaf325a5c9a,0.72,0.74,0.68,0.56,0.675,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-24T05:02:01.162Z
fx-agent,FX Agent,c0037f8b-b55c-4b41-a28f-e80c5e09fd41,0.72,0.74,0.54,0.7,0.675,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-24T06:01:50.945Z
equities-agent,Equities Agent,715afe99-8ecb-41e0-abb9-670e27d6de0e,0.72,0.74,0.68,0.56,0.675,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-24T06:01:51.139Z
commodities-agent,Commodities Agent,1d13a3d9-3c6b-405b-b3a1-e05498878cde,0.72,0.74,0.68,0.56,0.675,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-24T06:01:51.336Z
equities-agent,Equities Agent,aa00c57e-0313-45ca-ab4b-c8a01caa63c9,0.72,0.74,0.54,0.56,0.64,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-24T07:01:55.936Z
fx-agent,FX Agent,b4d995e9-d564-40a2-ac54-d19657011496,0.72,0.74,0.68,0.7,0.71,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-24T10:01:23.720Z
fx-agent,FX Agent,7165625f-e9c0-4ced-a9bf-44e0d835b6a6,0.72,0.74,0.54,0.7,0.675,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-24T11:01:22.635Z
fx-agent,FX Agent,34e0bf24-ca89-4cfc-aa69-034f1c101b11,0.72,0.74,0.68,0.56,0.675,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-24T14:01:36.834Z
commodities-agent,Commodities Agent,b0e11d07-7224-4b88-b2fa-9f97c7e6af4f,0.72,0.74,0.68,0.56,0.675,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-24T18:01:42.264Z
macro-agent,Macro Agent,d60fc5d2-ba9d-4666-8c33-1bf3d1530ae7,0.72,0.74,0.68,0.7,0.71,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-24T19:01:07.562Z
fx-agent,FX Agent,97c2971a-ef4f-40ca-8619-8ccaa3e7d90c,0.72,0.74,0.68,0.7,0.71,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-24T20:01:42.470Z
equities-agent,Equities Agent,24d9e87a-9167-4581-b20f-8063198b3ce8,0.72,0.74,0.54,0.56,0.64,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-24T20:01:42.857Z
macro-agent,Macro Agent,8591a563-4b91-4971-87d3-c30bbfb8406d,0.72,0.74,0.54,0.7,0.675,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-25T02:01:20.142Z
fx-agent,FX Agent,0f238038-2751-41bd-bbf3-e711f024b94b,0.72,0.74,0.68,0.7,0.71,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-25T02:01:20.512Z
commodities-agent,Commodities Agent,c3e67e4b-3e11-46f0-bc43-ebae1cdb4e1e,0.72,0.74,0.54,0.56,0.64,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-25T02:01:20.892Z
macro-agent,Macro Agent,2e9a5eed-7bab-42fa-b47f-717362734abb,0.72,0.74,0.54,0.7,0.675,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-25T03:01:23.858Z
equities-agent,Equities Agent,dce72d07-6a39-433c-8fc7-bbd9823bd69c,0.72,0.74,0.68,0.7,0.71,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-25T06:01:23.877Z
macro-agent,Macro Agent,6fa70552-e3c3-48bf-93f7-561930ed2cb3,0.72,0.74,0.54,0.56,0.64,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-25T07:01:27.002Z
risk-sentiment-agent,Risk/Sentiment Agent,93a80f8c-4d43-4fb9-b8ba-61397cee70ed,0.72,0.74,0.68,0.56,0.675,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-25T07:01:27.299Z
macro-agent,Macro Agent,7b494e3d-9573-4367-82c2-6cb599695a61,0.72,0.74,0.54,0.56,0.64,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-25T09:01:06.178Z
fx-agent,FX Agent,efdbf45c-8766-45ab-8725-36e203358f47,0.72,0.74,0.68,0.7,0.71,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-25T09:01:25.449Z
macro-agent,Macro Agent,77746c98-9dae-4900-8f27-5a4c9f145e94,0.72,0.74,0.68,0.56,0.675,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-25T10:01:09.224Z
fx-agent,FX Agent,cb752d91-f5b8-4535-9214-a47374fcde5a,0.72,0.74,0.68,0.7,0.71,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-25T10:01:09.523Z
equities-agent,Equities Agent,4cc4739e-abb9-412a-b144-1c4795eaf04d,0.72,0.74,0.54,0.56,0.64,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-25T10:01:09.820Z
macro-agent,Macro Agent,a87084ad-4f82-4063-b434-ba6283aed7c5,0.72,0.74,0.54,0.56,0.64,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-25T11:01:02.392Z
macro-agent,Macro Agent,11d199b2-a17c-4692-9fdb-bc124f637b3b,0.72,0.74,0.54,0.56,0.64,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-25T13:01:26.199Z
equities-agent,Equities Agent,a3de3121-f369-4f3d-a5d8-c81c97725126,0.72,0.74,0.68,0.56,0.675,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-25T14:01:04.951Z
commodities-agent,Commodities Agent,2f33a2b2-3c31-4182-88f8-5aabf2372ebd,0.72,0.74,0.54,0.56,0.64,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-25T15:01:40.753Z
fx-agent,FX Agent,785d98ff-2ff2-403b-9c7d-df92eba8d990,0.72,0.74,0.68,0.7,0.71,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-25T19:01:44.206Z
macro-agent,Macro Agent,f67711dc-c30c-45dc-9460-0b5f8a4cb1cb,0.72,0.74,0.54,0.7,0.675,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-25T21:01:36.465Z
fx-agent,FX Agent,f96a4c60-00f0-4f6e-a9ba-797b3229aac2,0.72,0.74,0.54,0.7,0.675,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-25T21:01:41.785Z
commodities-agent,Commodities Agent,fca79b35-4791-4086-a6f4-de8609c9451c,0.72,0.74,0.68,0.56,0.675,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-25T22:01:33.161Z
macro-agent,Macro Agent,2c306603-745d-481e-bc65-4abcefb1cc13,0.72,0.74,0.54,0.7,0.675,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-25T23:02:03.753Z
fx-agent,FX Agent,25a2f1cc-cde9-4371-abbb-405da00a5dcb,0.72,0.74,0.54,0.7,0.675,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-26T01:02:07.392Z
equities-agent,Equities Agent,aa92498f-39a2-4504-8e2f-ab182fa745ee,0.72,0.74,0.68,0.56,0.675,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-26T01:02:07.833Z
fx-agent,FX Agent,a113caed-4082-406a-bd55-e285f086791d,0.72,0.74,0.68,0.7,0.71,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-26T02:01:18.366Z
commodities-agent,Commodities Agent,2c26ce66-9115-42d4-81dd-b93df2df2857,0.72,0.74,0.68,0.56,0.675,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-26T02:01:19.553Z
